,Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Contract Date,Property Type,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area,Land Lease Expiry,Normalized Price,longitude,latitude
3122,CITY GATE,371 Beach Road #01 -28,45,Strata,1738500,38633,8-Aug-14,Retail,New Sale,7,19,199597,Central Region,Kallang,2113,,103.862331661034,1.30231590504577
3123,CITY GATE,371 Beach Road #01 -49,30,Strata,1868000,62267,8-Aug-14,Retail,New Sale,7,19,199597,Central Region,Kallang,2113,,103.859399269711,1.30164727499946
3124,CITY GATE,371 Beach Road #01 -04,73,Strata,4480200,61373,8-Aug-14,Retail,New Sale,7,19,199597,Central Region,Kallang,2113,,103.851046126825,1.30034767173014
3125,N.A.,"55,55A Bussorah Street",262,Land,8800000,33639,8-Aug-14,Shop House,Resale,7,19,199471,Central Region,Rochor,2102,,103.862331661034,1.30231590504577
3126,SUNSHINE PLAZA,91 Bencoolen Street #09 -03,59,Strata,1261768,21386,8-Aug-14,Office,Resale,7,18,189652,Central Region,Rochor,2096,,103.862331661034,1.30231590504577
3127,CITY GATE,371 Beach Road #01 -11,41,Strata,2698500,65817,7-Aug-14,Retail,New Sale,7,19,199597,Central Region,Kallang,2113,,103.862331661034,1.30231590504577
3128,CITY GATE,371 Beach Road #02 -56,34,Strata,1431307,42097,7-Aug-14,Retail,New Sale,7,19,199597,Central Region,Kallang,2113,,103.862331661034,1.30231590504577
3129,CITY GATE,371 Beach Road #B1 -23,42,Strata,1478250,35196,7-Aug-14,Retail,New Sale,7,19,199597,Central Region,Kallang,2113,,103.862331661034,1.30231590504577
3130,CITY GATE,371 Beach Road #02 -57,32,Strata,1341757,41930,7-Aug-14,Retail,New Sale,7,19,199597,Central Region,Kallang,2113,,103.862331661034,1.30231590504577
3131,CITY GATE,371 Beach Road #01 -39,42,Strata,1868250,44482,7-Aug-14,Retail,New Sale,7,19,199597,Central Region,Kallang,2113,,103.862331661034,1.30231590504577
3132,CITY GATE,371 Beach Road #01 -27,52,Strata,2328000,44769,6-Aug-14,Retail,New Sale,7,19,199597,Central Region,Kallang,2113,,103.879770684626,1.31297784786783
3133,CITY GATE,371 Beach Road #B1 -25,41,Strata,1278750,31189,5-Aug-14,Retail,New Sale,7,19,199597,Central Region,Kallang,2113,,103.82921413868,1.30697796554332
3134,PAVILION SQUARE,345 Geylang Road #B1 -18,28,Strata,1456999,52036,5-Aug-14,Retail,New Sale,14,38,389366,Central Region,Geylang,99999,,103.862331661034,1.30231590504577
3135,ORCHARD TOWERS,400 Orchard Road #10 -02,80,Strata,1700000,21250,4-Aug-14,Office,Resale,9,23,238875,Central Region,Orchard,99999,,103.850803356823,1.29231764784278
3136,CITY GATE,371 Beach Road #B1 -26,41,Strata,1278750,31189,4-Aug-14,Retail,New Sale,7,19,199597,Central Region,Kallang,2113,,-1,-1
3137,PENINSULA PLAZA,111 North Bridge Road #07 -11,118,Strata,3400000,28814,1-Aug-14,Office,Resale,6,17,179098,Central Region,Downtown Core,2828,,-1,-1
3138,ONE MARINA BOULEVARD,1 Marina Boulevard,3713,Land,515900000,138963,1-Aug-14,Office,Resale,1,1,18989,Central Region,Downtown Core,2100,,103.827050588428,1.30640271091405
3139,BUKIT PASOH CONSERVATION AREA,6 Bukit Pasoh Road,127,Land,7550000,59637,31-Jul-14,Shop House,Resale,2,8,89820,Central Region,Outram,99999,,103.829984821742,1.30550610776289
3140,TANGLIN SHOPPING CENTRE,19 Tanglin Road #B1 -07,54,Strata,2300000,42593,31-Jul-14,Retail,Resale,10,24,247909,Central Region,Orchard,99999,,103.880368117228,1.31250268728
3141,FAR EAST SHOPPING CENTRE,545 Orchard Road #09 -02,33,Strata,1065000,32273,31-Jul-14,Office,Resale,9,23,238882,Central Region,Orchard,2870,,103.879294500005,1.33177054479921
3142,LE REGAL,340 Geylang Road #01 -02,10,Strata,540000,54000,30-Jul-14,Retail,Sub Sale,14,38,389365,Central Region,Geylang,99999,,103.773649129593,1.34054847886552
3143,MACPHERSON MALL,401 Macpherson Road #03 -15,57,Strata,2548000,44702,30-Jul-14,Retail,New Sale,13,36,368125,Central Region,Toa Payoh,99999,,103.879294500005,1.33177054479921
3144,SUITES AT BUKIT TIMAH,68 Jalan Jurong Kechil #01 -08,9,Strata,416567,46285,30-Jul-14,Retail,Resale,21,59,596180,Central Region,Bukit Timah,99999,,103.852286627386,1.30042241913977
3145,MACPHERSON MALL,401 Macpherson Road #03 -16,70,Strata,3652000,52209,30-Jul-14,Retail,New Sale,13,36,368125,Central Region,Toa Payoh,99999,,-1,-1
3146,FORTUNE CENTRE,190 Middle Road #03 -25,31,Strata,748000,24129,29-Jul-14,Retail,Resale,7,18,188979,Central Region,Rochor,2079,,103.893472115119,1.31478689719772
3147,MAXWELL HOUSE,20 Maxwell Road #02 -15,25,Strata,490000,19600,29-Jul-14,Office,Resale,1,6,69113,Central Region,Outram,2068,,103.744574631833,1.33015172071474
3148,CITY PLAZA,810 Geylang Road #03 -44,20,Strata,500000,25000,28-Jul-14,Retail,Resale,14,40,409286,Central Region,Geylang,99999,,103.875314006629,1.38718725573372
3149,VISION EXCHANGE,2 Venture Drive #11 -09,143,Strata,3011000,21056,25-Jul-14,Office,New Sale,22,60,608526,West Region,Jurong East,2112,,103.849358869172,1.29045407468311
3150,INTERNATIONAL PLAZA,10 Anson Road #28 -04,43,Strata,1105644,25713,25-Jul-14,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,103.862331661034,1.30231590504577
3151,HIGH STREET PLAZA,77 High Street #10 -02,57,Strata,1400000,24561,25-Jul-14,Office,Resale,6,17,179433,Central Region,Downtown Core,2826,,103.849358869172,1.29045407468311
3152,CITY GATE,371 Beach Road #02 -35,42,Strata,1438500,34250,25-Jul-14,Retail,New Sale,7,19,199597,Central Region,Kallang,2113,,103.744574631833,1.33015172071474
3153,HIGH STREET PLAZA,77 High Street #10 -01,35,Strata,1000000,28571,25-Jul-14,Office,Resale,6,17,179433,Central Region,Downtown Core,2826,,103.744574631833,1.33015172071474
3154,VISION EXCHANGE,2 Venture Drive #11 -10,78,Strata,1831000,23474,25-Jul-14,Office,New Sale,22,60,608526,West Region,Jurong East,2112,,103.805283367958,1.28728320930595
3155,VISION EXCHANGE,2 Venture Drive #10 -28,48,Strata,1196000,24917,25-Jul-14,Office,New Sale,22,60,608526,West Region,Jurong East,2112,,103.904203116447,1.30457354662019
3156,ALEXANDRA CENTRAL,321 Alexandra Road #02 -32,15,Strata,960000,64000,25-Jul-14,Retail,New Sale,3,15,159971,Central Region,Bukit Merah,2111,,103.946770192124,1.37191999033
3157,THE FLOW,66 East Coast Road #03 -09,72,Strata,3180600,44175,24-Jul-14,Retail,New Sale,15,42,428778,Central Region,Marine Parade,99999,,103.879294500005,1.33177054479921
3158,COCO PALMS,"21 Pasir Ris Grove #01 -35,36",112,Strata,2571000,22955,24-Jul-14,Retail,New Sale,18,51,518070,East Region,Pasir Ris,2107,,103.946770192124,1.37191999033
3159,MACPHERSON MALL,401 Macpherson Road #B1 -09,70,Strata,2861400,40877,24-Jul-14,Retail,New Sale,13,36,368125,Central Region,Toa Payoh,99999,,103.864140679249,1.30189174683935
3160,COCO PALMS,21 Pasir Ris Grove #01 -31,56,Strata,1095000,19554,24-Jul-14,Retail,New Sale,18,51,518070,East Region,Pasir Ris,2107,,103.875314006629,1.38718725573372
3161,GOLDEN MILE TOWER,6001 Beach Road #01 -55D,34,Strata,980000,28824,24-Jul-14,Retail,Resale,7,19,199589,Central Region,Kallang,2068,,103.946770192124,1.37191999033
3162,INTERNATIONAL PLAZA,10 Anson Road #15 -10,43,Strata,1050000,24419,24-Jul-14,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,103.858488208775,1.30119688327383
3163,COCO PALMS,21 Pasir Ris Grove #01 -32,94,Strata,1476000,15702,24-Jul-14,Retail,New Sale,18,51,518070,East Region,Pasir Ris,2107,,-1,-1
3164,KAMPONG GLAM CONSERVATION AREA,28 Bali Lane,67,Land,4380000,65471,23-Jul-14,Shop House,Resale,7,18,189864,Central Region,Rochor,2832,,103.776031354379,1.34316475314327
3165,ROYALVILLE,833 Bukit Timah Road #01 -01,158,Strata,5000000,31646,23-Jul-14,Retail,Resale,10,27,279887,Central Region,Bukit Timah,99999,,103.84921712944,1.28998869553167
3166,BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road #02 -52,38,Strata,1750000,46053,23-Jul-14,Office,Resale,21,58,588179,Central Region,Bukit Timah,2882,,103.744574631833,1.33015172071474
3167,HIGH STREET CENTRE,1 North Bridge Road #15 -01,73,Strata,1493400,20458,23-Jul-14,Office,Resale,6,17,179094,Central Region,Downtown Core,2068,,103.834188169497,1.28896763517978
3168,VISION EXCHANGE,2 Venture Drive #12 -05,48,Strata,1204000,25083,22-Jul-14,Office,New Sale,22,60,608526,West Region,Jurong East,2112,,103.892580778514,1.31881487007652
3169,CONCORDE SHOPPING CENTRE,317 Outram Road #02 -30,19,Strata,336600,17716,22-Jul-14,Retail,Resale,3,16,169075,Central Region,Bukit Merah,2079,,103.765281975403,1.33568622948333
3170,PAYA LEBAR SQUARE,60 Paya Lebar Road #13 -23,89,Strata,2053296,23071,21-Jul-14,Office,New Sale,14,40,409051,Central Region,Geylang,2110,,103.82921413868,1.30697796554332
3171,THE CENTRAL,6 Eu Tong Sen Street #09 -14,59,Strata,1740000,29492,18-Jul-14,Office,Resale,1,5,59817,Central Region,Singapore River,2100,,103.744574631833,1.33015172071474
3172,ORCHARD TOWERS,400 Orchard Road #06 -02,30,Strata,600000,20000,18-Jul-14,Office,Resale,9,23,238875,Central Region,Orchard,99999,,103.859968760923,1.31270187110539
3173,VISION EXCHANGE,2 Venture Drive #11 -25,48,Strata,1200000,25000,18-Jul-14,Office,New Sale,22,60,608526,West Region,Jurong East,2112,,103.840813247609,1.28703443823015
3174,HOA NAM BUILDING,27 Foch Road #03 -12,22,Strata,550000,25000,18-Jul-14,Office,Resale,8,20,209264,Central Region,Kallang,99999,,103.849949520582,1.30353290128435
3175,MANHATTAN HOUSE,151 Chin Swee Road #01 -31,14,Strata,338000,24143,18-Jul-14,Retail,Resale,3,16,169876,Central Region,Outram,2068,,103.84921712944,1.28998869553167
3176,N.A.,171 Selegie Road,90,Land,3900000,43237,18-Jul-14,Shop House,Resale,7,18,188323,Central Region,Rochor,99999,,103.838659721146,1.30178753401546
3177,HIGH STREET CENTRE,1 North Bridge Road #10 -07,51,Strata,1075000,21078,17-Jul-14,Office,Resale,6,17,179094,Central Region,Downtown Core,2068,,103.894349781135,1.30917208344608
3178,MIDPOINT ORCHARD,220 Orchard Road #02 -03,30,Strata,1030000,34333,17-Jul-14,Retail,Resale,9,23,238852,Central Region,Orchard,99999,,-1,-1
3179,N.A.,188-9 Tanjong Katong Road,136,Strata,2450000,18015,16-Jul-14,Shop House,Resale,15,43,436990,Central Region,Marine Parade,99999,,103.894349781135,1.30917208344608
3180,CHINATOWN POINT,133 New Bridge Road #14 -06,67,Strata,1700000,25373,16-Jul-14,Office,Resale,1,5,59413,Central Region,Outram,2079,,103.875314006629,1.38718725573372
3181,N.A.,188-10 Tanjong Katong Road,133,Strata,2450000,18421,16-Jul-14,Shop House,Resale,15,43,436990,Central Region,Marine Parade,99999,,-1,-1
3182,INTERNATIONAL PLAZA,10 Anson Road #10 -23,43,Strata,1000000,23256,16-Jul-14,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,103.902443640278,1.31672325925552
3183,N.A.,25 Neil Road,120,Land,4800000,39967,15-Jul-14,Shop House,Resale,2,8,88816,Central Region,Outram,2099,,103.857388967891,1.31617361692643
3184,HEXACUBE,160 Changi Road #02 -08,56,Strata,1950000,34821,14-Jul-14,Retail,New Sale,14,41,419728,Central Region,Geylang,99999,,103.852026274201,1.3228119372874
3185,N.A.,"17,19 Tessensohn Road",275,Land,6160000,22384,14-Jul-14,Shop House,Resale,8,21,217651,Central Region,Kallang,99999,,103.857804288546,1.30197196437957
3186,BALESTIER POINT,279 Balestier Road #01 -05,33,Strata,709290,21494,11-Jul-14,Retail,Resale,12,32,329727,Central Region,Novena,99999,,-1,-1
3187,THE GOLDEN LANDMARK,390 Victoria Street #02 -28,27,Strata,611800,22659,11-Jul-14,Retail,Resale,7,18,188061,Central Region,Rochor,2080,,103.852026274201,1.3228119372874
3188,PEOPLE~S PARK CENTRE,101 Upper Cross Street #01 -07,38,Strata,1680000,44211,11-Jul-14,Retail,Resale,1,5,58357,Central Region,Outram,2069,,103.88269585212,1.34560772165589
3189,BALESTIER POINT,279 Balestier Road #01 -04,25,Strata,537462,21498,11-Jul-14,Retail,Resale,12,32,329727,Central Region,Novena,99999,,103.771451483856,1.33491922799918
3190,KENSINGTON SQUARE,2 Jalan Lokam #01 -53,62,Strata,2630000,42419,10-Jul-14,Retail,New Sale,19,53,537846,North East Region,Hougang,99999,,103.904690339855,1.31724236528867
3191,THE CENTRAL,12 Eu Tong Sen Street #05 -166,59,Strata,1610000,27288,10-Jul-14,Office,Resale,1,5,59819,Central Region,Singapore River,2100,,-1,-1
3192,ICON@CHANGI,228 Changi Road #04 -01,41,Strata,900000,21951,9-Jul-14,Office,Resale,14,41,419741,Central Region,Geylang,99999,,103.857804288546,1.30197196437957
3193,TANJONG PAGAR CONSERVATION AREA,53 Craig Road,139,Land,10000000,71942,8-Jul-14,Shop House,Resale,2,8,89691,Central Region,Outram,2088,,103.834188169497,1.28896763517978
3194,THE GOLDEN LANDMARK,390 Victoria Street #02 -26,25,Strata,435000,17400,8-Jul-14,Retail,Resale,7,18,188061,Central Region,Rochor,2080,,103.744574631833,1.33015172071474
3195,CONCORDE SHOPPING CENTRE,317 Outram Road #B1 -22,34,Strata,590000,17353,8-Jul-14,Retail,Resale,3,16,169075,Central Region,Bukit Merah,2079,,103.892580778514,1.31881487007652
3196,VISION EXCHANGE,2 Venture Drive #11 -29,48,Strata,1200000,25000,7-Jul-14,Office,New Sale,22,60,608526,West Region,Jurong East,2112,,-1,-1
3197,PAYA LEBAR SQUARE,60 Paya Lebar Road #04 -18,123,Strata,2737000,22252,7-Jul-14,Office,New Sale,14,40,409051,Central Region,Geylang,2110,,103.852496451933,1.30221157403215
3198,TELOK AYER CONSERVATION AREA,122 Telok Ayer Street,106,Land,7200000,68117,7-Jul-14,Shop House,Resale,1,6,68591,Central Region,Outram,2202,,103.811160746426,1.32304664374138
3199,BURLINGTON SQUARE,175A Bencoolen Street #08 -05,65,Strata,1385000,21308,7-Jul-14,Office,Resale,7,18,189650,Central Region,Rochor,2095,,103.865163649543,1.30275121635194
3200,CROWN CENTRE,557 Bukit Timah Road #02 -15,14,Strata,568000,40571,4-Jul-14,Retail,Resale,10,26,269694,Central Region,Bukit Timah,99999,,103.852286627386,1.30042241913977
3201,GOLDEN MILE COMPLEX,5001 Beach Road #03 -94,17,Strata,180000,10588,4-Jul-14,Retail,Resale,7,19,199588,Central Region,Kallang,2068,,103.744574631833,1.33015172071474
3202,FORTUNE CENTRE,190 Middle Road #04 -10,27,Strata,550000,20370,4-Jul-14,Retail,Resale,7,18,188979,Central Region,Rochor,2079,,103.875314006629,1.38718725573372
3203,VISION EXCHANGE,2 Venture Drive #12 -26,48,Strata,1204000,25083,3-Jul-14,Office,New Sale,22,60,608526,West Region,Jurong East,2112,,103.875314006629,1.38718725573372
3204,INTERNATIONAL PLAZA,10 Anson Road #32 -13,92,Strata,2178000,23674,3-Jul-14,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,103.875314006629,1.38718725573372
3205,INTERNATIONAL PLAZA,10 Anson Road #32 -11,87,Strata,2059200,23669,3-Jul-14,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,103.861851786604,1.30294523520252
3206,INTERNATIONAL PLAZA,10 Anson Road #32 -12,87,Strata,2059200,23669,3-Jul-14,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,103.851046126825,1.30034767173014
3207,SULTAN PLAZA,100 Jalan Sultan #02 -03,64,Strata,826800,12919,2-Jul-14,Retail,Resale,7,19,199001,Central Region,Kallang,2077,,103.765281975403,1.33568622948333
3208,SUNSHINE PLAZA,91 Bencoolen Street #08 -05,63,Strata,1354505,21500,30-Jun-14,Office,Resale,7,18,189652,Central Region,Rochor,2096,,103.850803356823,1.29231764784278
3209,THE CENTRAL,6 Eu Tong Sen Street #08 -08,59,Strata,1820000,30847,30-Jun-14,Office,Resale,1,5,59817,Central Region,Singapore River,2100,,103.892580778514,1.31881487007652
3210,PENINSULA PLAZA,111 North Bridge Road #10 -01,110,Strata,2250000,20455,30-Jun-14,Office,Resale,6,17,179098,Central Region,Downtown Core,2828,,-1,-1
3211,PAYA LEBAR SQUARE,60 Paya Lebar Road #05 -18,123,Strata,2665482,21671,30-Jun-14,Office,New Sale,14,40,409051,Central Region,Geylang,2110,,103.84921712944,1.28998869553167
3212,SHENTON HOUSE,3 Shenton Way #10 -03,52,Strata,1080000,20769,30-Jun-14,Office,Resale,1,6,68805,Central Region,Downtown Core,2068,,103.770859150717,1.33486390029772
3213,HIGH STREET CENTRE,1 North Bridge Road #07 -02,51,Strata,878400,17224,30-Jun-14,Office,Resale,6,17,179094,Central Region,Downtown Core,2068,,103.875314006629,1.38718725573372
3214,THE CENTRAL,8 Eu Tong Sen Street #20 -88,60,Strata,1900000,31667,30-Jun-14,Office,Resale,1,5,59818,Central Region,Singapore River,2100,,-1,-1
3215,INTERNATIONAL PLAZA,10 Anson Road #28 -11,87,Strata,2030000,23333,27-Jun-14,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,103.902443640278,1.31672325925552
3216,CHINATOWN POINT,"133 New Bridge Road #20 -06,07,08",231,Strata,5000000,21645,27-Jun-14,Office,Resale,1,5,59413,Central Region,Outram,2079,,103.744574631833,1.33015172071474
3217,HEXACUBE,160 Changi Road #04 -09,50,Strata,1228000,24560,26-Jun-14,Office,New Sale,14,41,419728,Central Region,Geylang,99999,,-1,-1
3218,VISION EXCHANGE,2 Venture Drive #06 -23,122,Strata,2613000,21418,26-Jun-14,Office,New Sale,22,60,608526,West Region,Jurong East,2112,,103.771451483856,1.33491922799918
3219,EMERALD GARDEN,31 Club Street #03 -01,77,Strata,2000000,25974,26-Jun-14,Office,Resale,1,6,69468,Central Region,Outram,2826,,-1,-1
3220,THE CENTRAL,12 Eu Tong Sen Street #08 -172,69,Strata,2200000,31884,25-Jun-14,Office,Resale,1,5,59819,Central Region,Singapore River,2100,,103.84166098599,1.43312283983182
3221,EQUITY PLAZA,20 Cecil Street,2177,Land,550000000,252641,25-Jun-14,Office,Resale,1,4,49705,Central Region,Downtown Core,2088,,-1,-1
3222,JUNCTION NINE,18 Yishun Avenue 9 #01 -34,54,Strata,2173000,40241,25-Jun-14,Retail,New Sale,27,76,768897,North Region,Yishun,2112,,103.875314006629,1.38718725573372
3223,TELOK AYER CONSERVATION AREA,16 Stanley Street,146,Land,10500000,72066,25-Jun-14,Shop House,Resale,1,6,68735,Central Region,Outram,99999,,103.744574631833,1.33015172071474
3224,INTERNATIONAL PLAZA,10 Anson Road #35 -02A,44,Strata,1050000,23864,25-Jun-14,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,103.885013241151,1.31386178730405
3225,VISION EXCHANGE,2 Venture Drive #06 -17,71,Strata,1650000,23239,25-Jun-14,Office,New Sale,22,60,608526,West Region,Jurong East,2112,,103.892580778514,1.31881487007652
3226,N.A.,"535,535A Geylang Road",148,Land,3800000,25763,24-Jun-14,Shop House,Resale,14,38,389491,Central Region,Geylang,99999,,103.744574631833,1.33015172071474
3227,PAYA LEBAR SQUARE,60 Paya Lebar Road #12 -32,94,Strata,2240564,23836,24-Jun-14,Office,New Sale,14,40,409051,Central Region,Geylang,2110,,103.892580778514,1.31881487007652
3228,VISION EXCHANGE,2 Venture Drive #09 -29,48,Strata,1192000,24833,24-Jun-14,Office,New Sale,22,60,608526,West Region,Jurong East,2112,,103.875314006629,1.38718725573372
3229,PAYA LEBAR SQUARE,60 Paya Lebar Road #11 -20,117,Strata,2545707,21758,24-Jun-14,Office,New Sale,14,40,409051,Central Region,Geylang,2110,,103.912642849629,1.32037255609868
3230,INTERNATIONAL PLAZA,"10 Anson Road #28 -02,02A",87,Strata,1966582,22604,23-Jun-14,Office,Resale,2,7,79903,Central Region,Downtown Core,2069,,-1,-1
3231,KEMBANGAN PLAZA,18 Jalan Masjid #02 -06,125,Strata,2000000,16000,23-Jun-14,Office,Resale,14,41,418944,East Region,Bedok,99999,,103.902443640278,1.31672325925552
