Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
N.A.,25 Neil Road,120,Land,4800000,39967,3713,15-Jul-14,Shop House,99 Yrs From 17/01/2000,Resale,2,8,88816,Central Region,Outram
HEXACUBE,160 Changi Road #02 -08,56,Strata,1950000,34821,3235,14-Jul-14,Retail,Freehold,New Sale,14,41,419728,Central Region,Geylang
N.A.,"17,19 Tessensohn Road",275,Land,6160000,22384,2079,14-Jul-14,Shop House,Freehold,Resale,8,21,217651,Central Region,Kallang
BALESTIER POINT,279 Balestier Road #01 -05,33,Strata,709290,21494,1997,11-Jul-14,Retail,Freehold,Resale,12,32,329727,Central Region,Novena
THE GOLDEN LANDMARK,390 Victoria Street #02 -28,27,Strata,611800,22659,2105,11-Jul-14,Retail,99 Yrs From 30/04/1981,Resale,7,18,188061,Central Region,Rochor
PEOPLE~S PARK CENTRE,101 Upper Cross Street #01 -07,38,Strata,1680000,44211,4107,11-Jul-14,Retail,99 Yrs From 02/06/1970,Resale,1,5,58357,Central Region,Outram
BALESTIER POINT,279 Balestier Road #01 -04,25,Strata,537462,21498,1997,11-Jul-14,Retail,Freehold,Resale,12,32,329727,Central Region,Novena
KENSINGTON SQUARE,2 Jalan Lokam #01 -53,62,Strata,2630000,42419,3941,10-Jul-14,Retail,Freehold,New Sale,19,53,537846,North East Region,Hougang
THE CENTRAL,12 Eu Tong Sen Street #05 -166,59,Strata,1610000,27288,2535,10-Jul-14,Office,99 Yrs From 02/01/2001,Resale,1,5,59819,Central Region,Singapore River
ICON@CHANGI,228 Changi Road #04 -01,41,Strata,900000,21951,2039,9-Jul-14,Office,Freehold,Resale,14,41,419741,Central Region,Geylang
TANJONG PAGAR CONSERVATION AREA,53 Craig Road,139,Land,10000000,71942,6684,8-Jul-14,Shop House,99 Yrs From 08/07/1989,Resale,2,8,89691,Central Region,Outram
THE GOLDEN LANDMARK,390 Victoria Street #02 -26,25,Strata,435000,17400,1616,8-Jul-14,Retail,99 Yrs From 30/04/1981,Resale,7,18,188061,Central Region,Rochor
CONCORDE SHOPPING CENTRE,317 Outram Road #B1 -22,34,Strata,590000,17353,1612,8-Jul-14,Retail,99 Yrs From 16/06/1980,Resale,3,16,169075,Central Region,Bukit Merah
VISION EXCHANGE,2 Venture Drive #11 -29,48,Strata,1200000,25000,2323,7-Jul-14,Office,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
PAYA LEBAR SQUARE,60 Paya Lebar Road #04 -18,123,Strata,2737000,22252,2067,7-Jul-14,Office,99 Yrs From 25/07/2011,New Sale,14,40,409051,Central Region,Geylang
TELOK AYER CONSERVATION AREA,122 Telok Ayer Street,106,Land,7200000,68117,6328,7-Jul-14,Shop House,199 Yrs From 30/06/2003,Resale,1,6,68591,Central Region,Outram
BURLINGTON SQUARE,175A Bencoolen Street #08 -05,65,Strata,1385000,21308,1980,7-Jul-14,Office,99 Yrs From 10/06/1996,Resale,7,18,189650,Central Region,Rochor
CROWN CENTRE,557 Bukit Timah Road #02 -15,14,Strata,568000,40571,3769,4-Jul-14,Retail,Freehold,Resale,10,26,269694,Central Region,Bukit Timah
GOLDEN MILE COMPLEX,5001 Beach Road #03 -94,17,Strata,180000,10588,984,4-Jul-14,Retail,99 Yrs From 04/08/1969,Resale,7,19,199588,Central Region,Kallang
FORTUNE CENTRE,190 Middle Road #04 -10,27,Strata,550000,20370,1892,4-Jul-14,Retail,99 Yrs From 18/10/1980,Resale,7,18,188979,Central Region,Rochor
VISION EXCHANGE,2 Venture Drive #12 -26,48,Strata,1204000,25083,2330,3-Jul-14,Office,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
INTERNATIONAL PLAZA,10 Anson Road #32 -13,92,Strata,2178000,23674,2199,3-Jul-14,Office,99 Yrs From 02/06/1970,Resale,2,7,79903,Central Region,Downtown Core
INTERNATIONAL PLAZA,10 Anson Road #32 -11,87,Strata,2059200,23669,2199,3-Jul-14,Office,99 Yrs From 02/06/1970,Resale,2,7,79903,Central Region,Downtown Core
INTERNATIONAL PLAZA,10 Anson Road #32 -12,87,Strata,2059200,23669,2199,3-Jul-14,Office,99 Yrs From 02/06/1970,Resale,2,7,79903,Central Region,Downtown Core
SULTAN PLAZA,100 Jalan Sultan #02 -03,64,Strata,826800,12919,1200,2-Jul-14,Retail,99 Yrs From 02/05/1978,Resale,7,19,199001,Central Region,Kallang
SUNSHINE PLAZA,91 Bencoolen Street #08 -05,63,Strata,1354505,21500,1997,30-Jun-14,Office,99 Yrs From 19/03/1997,Resale,7,18,189652,Central Region,Rochor
THE CENTRAL,6 Eu Tong Sen Street #08 -08,59,Strata,1820000,30847,2866,30-Jun-14,Office,99 Yrs From 02/01/2001,Resale,1,5,59817,Central Region,Singapore River
PENINSULA PLAZA,111 North Bridge Road #10 -01,110,Strata,2250000,20455,1900,30-Jun-14,Office,999 Yrs From 29/10/1829,Resale,6,17,179098,Central Region,Downtown Core
PAYA LEBAR SQUARE,60 Paya Lebar Road #05 -18,123,Strata,2665482,21671,2013,30-Jun-14,Office,99 Yrs From 25/07/2011,New Sale,14,40,409051,Central Region,Geylang
SHENTON HOUSE,3 Shenton Way #10 -03,52,Strata,1080000,20769,1930,30-Jun-14,Office,99 Yrs From 02/06/1969,Resale,1,6,68805,Central Region,Downtown Core
HIGH STREET CENTRE,1 North Bridge Road #07 -02,51,Strata,878400,17224,1600,30-Jun-14,Office,99 Yrs From 02/06/1969,Resale,6,17,179094,Central Region,Downtown Core
THE CENTRAL,8 Eu Tong Sen Street #20 -88,60,Strata,1900000,31667,2942,30-Jun-14,Office,99 Yrs From 02/01/2001,Resale,1,5,59818,Central Region,Singapore River
INTERNATIONAL PLAZA,10 Anson Road #28 -11,87,Strata,2030000,23333,2168,27-Jun-14,Office,99 Yrs From 02/06/1970,Resale,2,7,79903,Central Region,Downtown Core
CHINATOWN POINT,"133 New Bridge Road #20 -06,07,08",231,Strata,5000000,21645,2011,27-Jun-14,Office,99 Yrs From 12/11/1980,Resale,1,5,59413,Central Region,Outram
HEXACUBE,160 Changi Road #04 -09,50,Strata,1228000,24560,2282,26-Jun-14,Office,Freehold,New Sale,14,41,419728,Central Region,Geylang
VISION EXCHANGE,2 Venture Drive #06 -23,122,Strata,2613000,21418,1990,26-Jun-14,Office,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
EMERALD GARDEN,31 Club Street #03 -01,77,Strata,2000000,25974,2413,26-Jun-14,Office,999 Yrs From 01/10/1827,Resale,1,6,69468,Central Region,Outram
THE CENTRAL,12 Eu Tong Sen Street #08 -172,69,Strata,2200000,31884,2962,25-Jun-14,Office,99 Yrs From 02/01/2001,Resale,1,5,59819,Central Region,Singapore River
EQUITY PLAZA,20 Cecil Street,2177,Land,550000000,252641,23471,25-Jun-14,Office,99 Yrs From 07/12/1989,Resale,1,4,49705,Central Region,Downtown Core
JUNCTION NINE,18 Yishun Avenue 9 #01 -34,54,Strata,2173000,40241,3738,25-Jun-14,Retail,99 Yrs From 30/04/2013,New Sale,27,76,768897,North Region,Yishun
TELOK AYER CONSERVATION AREA,16 Stanley Street,146,Land,10500000,72066,6695,25-Jun-14,Shop House,Freehold,Resale,1,6,68735,Central Region,Outram
INTERNATIONAL PLAZA,10 Anson Road #35 -02A,44,Strata,1050000,23864,2217,25-Jun-14,Office,99 Yrs From 02/06/1970,Resale,2,7,79903,Central Region,Downtown Core
VISION EXCHANGE,2 Venture Drive #06 -17,71,Strata,1650000,23239,2159,25-Jun-14,Office,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
N.A.,"535,535A Geylang Road",148,Land,3800000,25763,2393,24-Jun-14,Shop House,Freehold,Resale,14,38,389491,Central Region,Geylang
PAYA LEBAR SQUARE,60 Paya Lebar Road #12 -32,94,Strata,2240564,23836,2214,24-Jun-14,Office,99 Yrs From 25/07/2011,New Sale,14,40,409051,Central Region,Geylang
VISION EXCHANGE,2 Venture Drive #09 -29,48,Strata,1192000,24833,2307,24-Jun-14,Office,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
PAYA LEBAR SQUARE,60 Paya Lebar Road #11 -20,117,Strata,2545707,21758,2021,24-Jun-14,Office,99 Yrs From 25/07/2011,New Sale,14,40,409051,Central Region,Geylang
INTERNATIONAL PLAZA,"10 Anson Road #28 -02,02A",87,Strata,1966582,22604,2100,23-Jun-14,Office,99 Yrs From 02/06/1970,Resale,2,7,79903,Central Region,Downtown Core
KEMBANGAN PLAZA,18 Jalan Masjid #02 -06,125,Strata,2000000,16000,1486,23-Jun-14,Office,Freehold,Resale,14,41,418944,East Region,Bedok
LITTLE INDIA CONSERVATION AREA,"36,38,40 Belilios Lane",299,Land,9300000,31104,2890,23-Jun-14,Shop House,99 Yrs From 04/03/1995,Resale,8,21,219971,Central Region,Rochor
HEXACUBE,"160 Changi Road #05 -01,02,03,04,05,06ETC",1181,Strata,21624644,18310,1701,23-Jun-14,Office,Freehold,New Sale,14,41,419728,Central Region,Geylang
HIGH STREET CENTRE,1 North Bridge Road #01 -43,25,Strata,484200,19368,1799,23-Jun-14,Retail,99 Yrs From 02/06/1969,Resale,6,17,179094,Central Region,Downtown Core
LUCKY PLAZA,304 Orchard Road #04 -96,30,Strata,2563000,85433,7937,20-Jun-14,Retail,Freehold,Resale,9,23,238863,Central Region,Orchard
HIGH STREET CENTRE,1 North Bridge Road #22 -10,73,Strata,1650600,22611,2101,19-Jun-14,Office,99 Yrs From 02/06/1969,Resale,6,17,179094,Central Region,Downtown Core
LE REGAL,340 Geylang Road #01 -34,10,Strata,500000,50000,4645,19-Jun-14,Retail,Freehold,Sub Sale,14,38,389365,Central Region,Geylang
JADE RESIDENCES,3 Lew Lian Vale #01 -37,20,Strata,833473,41674,3872,19-Jun-14,Retail,Freehold,New Sale,19,53,537017,North East Region,Serangoon
JADE RESIDENCES,3 Lew Lian Vale #01 -36,20,Strata,833473,41674,3872,19-Jun-14,Retail,Freehold,New Sale,19,53,537017,North East Region,Serangoon
VISION EXCHANGE,2 Venture Drive #10 -04,48,Strata,1196000,24917,2315,18-Jun-14,Office,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
JUNCTION NINE,18 Yishun Avenue 9 #02 -57,28,Strata,1070000,38214,3550,18-Jun-14,Retail,99 Yrs From 30/04/2013,Sub Sale,27,76,768897,North Region,Yishun
YONG SIAK VIEW,23 Yong Siak Street,135,Strata,3020000,22370,2078,18-Jun-14,Shop House,Freehold,Resale,3,16,168652,Central Region,Bukit Merah
OASIA HOTEL,8 Sinaran Drive #06 -07,66,Strata,3443500,52174,4847,17-Jun-14,Retail,99 Yrs From 23/04/2007,Resale,11,30,307470,Central Region,Novena
OASIA HOTEL,8 Sinaran Drive #06 -06,63,Strata,3288300,52195,4849,17-Jun-14,Retail,99 Yrs From 23/04/2007,Resale,11,30,307470,Central Region,Novena
OASIA HOTEL,8 Sinaran Drive #06 -05,71,Strata,3705400,52189,4848,17-Jun-14,Retail,99 Yrs From 23/04/2007,Resale,11,30,307470,Central Region,Novena
THE COMMERZE@IRVING,1 Irving Place #01 -08,23,Strata,520000,22609,2100,17-Jun-14,Retail,60 Yrs From 26/09/2011,Sub Sale,13,36,369546,Central Region,Toa Payoh
BOAT QUAY CONSERVATION AREA,57 South Bridge Road,127,Land,7100000,55818,5186,17-Jun-14,Shop House,999 Yrs From 10/08/1831,Resale,1,5,58688,Central Region,Singapore River
OASIA HOTEL,8 Sinaran Drive #06 -15,81,Strata,4229200,52212,4851,16-Jun-14,Retail,99 Yrs From 23/04/2007,Resale,11,30,307470,Central Region,Novena
VISION EXCHANGE,2 Venture Drive #12 -15,157,Strata,3283000,20911,1943,16-Jun-14,Office,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
ICON@CHANGI,228 Changi Road #B1 -06,16,Strata,450000,28125,2613,13-Jun-14,Retail,Freehold,Resale,14,41,419741,Central Region,Geylang
VISION EXCHANGE,2 Venture Drive #09 -06,48,Strata,1192000,24833,2307,13-Jun-14,Office,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road #05 -24,15,Strata,470000,31333,2911,12-Jun-14,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
COSTA RHU,7 Rhu Cross #B1 -03,55,Strata,950000,17273,1605,12-Jun-14,Retail,99 Yrs From 30/05/1994,Resale,15,43,437435,Central Region,Kallang
HOUGANG SUPERBOWL,50 Hougang Avenue 1,2078,Land,3510000,1689,157,12-Jun-14,Retail,99 Yrs From 16/06/1984,Resale,19,53,538885,North East Region,Hougang
TRIO,11 Sam Leong Road #01 -06,24,Strata,1200000,50000,4645,11-Jun-14,Retail,Freehold,New Sale,8,20,207903,Central Region,Kallang
INTERNATIONAL PLAZA,10 Anson Road #27 -15,175,Strata,4003500,22877,2125,11-Jun-14,Office,99 Yrs From 02/06/1970,Resale,2,7,79903,Central Region,Downtown Core
PEACE CENTRE/MANSIONS,"1 Sophia Road #01 -11,12",68,Strata,2300000,33824,3142,10-Jun-14,Retail,99 Yrs From 02/06/1970,Resale,9,22,228149,Central Region,Rochor
MACPHERSON MALL,401 Macpherson Road #01 -18,38,Strata,2287800,60205,5593,10-Jun-14,Retail,Freehold,New Sale,13,36,368125,Central Region,Toa Payoh
HEXACUBE,160 Changi Road #03 -04,42,Strata,1032000,24571,2283,10-Jun-14,Office,Freehold,New Sale,14,41,419728,Central Region,Geylang
THE PROMENADE@PELIKAT,183 Jalan Pelikat #B1 -32,22,Strata,688000,31273,2905,9-Jun-14,Retail,Freehold,Sub Sale,19,53,537643,North East Region,Hougang
LITTLE INDIA CONSERVATION AREA,"36,38,40 Belilios Lane",299,Land,8805000,29448,2736,6-Jun-14,Shop House,99 Yrs From 04/03/1995,Resale,8,21,219971,Central Region,Rochor
KATONG SHOPPING CENTRE,865 Mountbatten Road #B1 -42,19,Strata,710000,37368,3472,6-Jun-14,Retail,Freehold,Resale,15,43,437844,Central Region,Marine Parade
THE CENTRAL,8 Eu Tong Sen Street #18 -88,60,Strata,1757000,29283,2720,6-Jun-14,Office,99 Yrs From 02/01/2001,Resale,1,5,59818,Central Region,Singapore River
TRIO,11 Sam Leong Road #01 -03,27,Strata,1367700,50656,4706,6-Jun-14,Retail,Freehold,New Sale,8,20,207903,Central Region,Kallang
THE CENTREPOINT,176 Orchard Road #01 -05,32,Strata,5500000,171875,15968,6-Jun-14,Retail,99 Yrs From 17/08/1979,Resale,9,23,238843,Central Region,Orchard
VISION EXCHANGE,2 Venture Drive #12 -11,71,Strata,1688000,23775,2209,5-Jun-14,Office,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
PRINSEP PLACE,"58 Prinsep Street #01 -01,#02-01",411,Strata,5500000,13382,1243,5-Jun-14,Retail,99 Yrs From 17/01/1997,Resale,7,18,188686,Central Region,Rochor
HEXACUBE,160 Changi Road #B1 -08,41,Strata,1318000,32146,2986,4-Jun-14,Retail,Freehold,New Sale,14,41,419728,Central Region,Geylang
TEXTILE CENTRE,200 Jalan Sultan #03 -07,75,Strata,855420,11406,1060,4-Jun-14,Retail,99 Yrs From 02/06/1970,Resale,7,19,199018,Central Region,Kallang
FOOK HAI BUILDING,150 South Bridge Road #B1 -20,28,Strata,568000,20286,1885,4-Jun-14,Retail,99 Yrs From 18/01/1972,Resale,1,5,58727,Central Region,Outram
PARKWAY PARADE,80 Marine Parade Road #08 -05,86,Strata,1500000,17442,1620,4-Jun-14,Office,99 Yrs From 17/08/1979,Resale,15,44,449269,Central Region,Marine Parade
GOLDEN MILE COMPLEX,5001 Beach Road #07 -18,41,Strata,441000,10756,999,3-Jun-14,Office,99 Yrs From 04/08/1969,Resale,7,19,199588,Central Region,Kallang
VISION EXCHANGE,2 Venture Drive #11 -26,48,Strata,1200000,25000,2323,3-Jun-14,Office,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
TRIO,11 Sam Leong Road #01 -01,69,Strata,2972000,43072,4002,3-Jun-14,Retail,Freehold,New Sale,8,20,207903,Central Region,Kallang
N.A.,"130,130A Tembeling Road",146,Land,3000000,20548,1909,3-Jun-14,Shop House,Freehold,Resale,15,42,423639,Central Region,Geylang
VISION EXCHANGE,2 Venture Drive #02 -34,51,Strata,2470000,48431,4499,2-Jun-14,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road #03 -42,36,Strata,1130000,31389,2916,2-Jun-14,Office,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
QUEENSWAY SHOPPING CENTRE,1 Queensway #02 -21,13,Strata,650000,50000,4645,30-May-14,Retail,Freehold,Resale,3,14,149053,Central Region,Queenstown
CROWN CENTRE,557 Bukit Timah Road #02 -02,36,Strata,1430000,39722,3690,30-May-14,Retail,Freehold,Resale,10,26,269694,Central Region,Bukit Timah
SHENTON HOUSE,3 Shenton Way #13 -04,88,Strata,1515200,17218,1600,30-May-14,Office,99 Yrs From 02/06/1969,Resale,1,6,68805,Central Region,Downtown Core
TRIO,11 Sam Leong Road #01 -12,23,Strata,1016800,44209,4107,30-May-14,Retail,Freehold,New Sale,8,20,207903,Central Region,Kallang
ROXY SQUARE,50 East Coast Road #01 -131,27,Strata,820000,30370,2821,29-May-14,Retail,9999 Yrs From 01/01/1980,Resale,15,42,428769,Central Region,Marine Parade
THE HILLFORD,182 Jalan Jurong Kechil #01 -62,50,Strata,1551222,31024,2882,29-May-14,Retail,60 Yrs From 19/02/2013,New Sale,21,59,596152,Central Region,Bukit Timah
KATONG SHOPPING CENTRE,865 Mountbatten Road #05 -15,41,Strata,800000,19512,1813,29-May-14,Office,Freehold,Resale,15,43,437844,Central Region,Marine Parade
THE ARIZON,538 Geylang Road #02 -12,107,Strata,1250000,11682,1085,29-May-14,Office,Freehold,Resale,14,38,389493,Central Region,Geylang
LITTLE INDIA CONSERVATION AREA,40 Race Course Road,115,Land,4738000,41164,3824,29-May-14,Shop House,Freehold,Resale,8,21,218556,Central Region,Rochor
N.A.,468 Serangoon Road,134,Land,4450000,33283,3092,28-May-14,Shop House,999 Yrs From 01/06/1860,Resale,8,21,218142,Central Region,Kallang
PAYA LEBAR SQUARE,60 Paya Lebar Road #06 -38,88,Strata,1894000,21523,2000,28-May-14,Office,99 Yrs From 25/07/2011,Sub Sale,14,40,409051,Central Region,Geylang
LITTLE INDIA CONSERVATION AREA,"96,96A Serangoon Road",171,Land,8008000,46968,4363,28-May-14,Shop House,Freehold,Resale,8,21,218001,Central Region,Rochor
INTERNATIONAL PLAZA,10 Anson Road #14 -21,219,Strata,4950000,22603,2100,28-May-14,Office,99 Yrs From 02/06/1970,Resale,2,7,79903,Central Region,Downtown Core
BLAIR PLAIN CONSERVATION AREA,65 Kampong Bahru Road,110,Land,5200000,47445,4408,28-May-14,Shop House,Freehold,Resale,3,16,169370,Central Region,Bukit Merah
KATONG SHOPPING CENTRE,865 Mountbatten Road #01 -84,15,Strata,715000,47667,4428,28-May-14,Retail,Freehold,Resale,15,43,437844,Central Region,Marine Parade
ARC 380,380 Jalan Besar #01 -15,58,Strata,3243500,55922,5195,28-May-14,Retail,Freehold,New Sale,8,20,209000,Central Region,Kallang
TELOK AYER CONSERVATION AREA,93 Club Street,74,Land,8500000,114247,10614,27-May-14,Shop House,999 Yrs From 01/10/1827,Resale,1,6,69461,Central Region,Outram
ROXY SQUARE,50 East Coast Road #01 -93,18,Strata,770000,42778,3974,27-May-14,Retail,9999 Yrs From 01/01/1980,Resale,15,42,428769,Central Region,Marine Parade
MACPHERSON MALL,401 Macpherson Road #01 -05,75,Strata,4500000,60000,5574,26-May-14,Retail,Freehold,New Sale,13,36,368125,Central Region,Toa Payoh
MACPHERSON MALL,401 Macpherson Road #01 -23,35,Strata,2337400,66783,6204,26-May-14,Retail,Freehold,New Sale,13,36,368125,Central Region,Toa Payoh
INTERNATIONAL PLAZA,10 Anson Road #18 -03,43,Strata,1088050,25303,2351,23-May-14,Office,99 Yrs From 02/06/1970,Resale,2,7,79903,Central Region,Downtown Core
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road #B1 -14,46,Strata,2000000,43478,4039,22-May-14,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road #B1 -16,29,Strata,1350000,46552,4325,22-May-14,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
PAYA LEBAR SQUARE,60 Paya Lebar Road #05 -17,126,Strata,2810640,22307,2072,22-May-14,Office,99 Yrs From 25/07/2011,New Sale,14,40,409051,Central Region,Geylang
N.A.,416B Geylang Road,166,Strata,2450000,14759,1371,22-May-14,Shop House,Freehold,Resale,14,38,389393,Central Region,Geylang
OXLEY TOWER,138 Robinson Road #03 -61,13,Strata,870000,66923,6217,22-May-14,Retail,Freehold,Sub Sale,1,6,68906,Central Region,Downtown Core
HEXACUBE,160 Changi Road #03 -01,75,Strata,1805000,24067,2236,22-May-14,Office,Freehold,New Sale,14,41,419728,Central Region,Geylang
MACPHERSON MALL,401 Macpherson Road #03 -22,39,Strata,1640000,42051,3907,21-May-14,Retail,Freehold,New Sale,13,36,368125,Central Region,Toa Payoh
BURLINGTON SQUARE,175A Bencoolen Street #05 -12,186,Strata,1800000,9677,899,21-May-14,Office,99 Yrs From 10/06/1996,Resale,7,18,189650,Central Region,Rochor
TRIO,11 Sam Leong Road #01 -10,57,Strata,2271800,39856,3703,20-May-14,Retail,Freehold,New Sale,8,20,207903,Central Region,Kallang
MACPHERSON MALL,401 Macpherson Road #02 -05 ETC,95,Strata,5294688,55734,5178,20-May-14,Retail,Freehold,New Sale,13,36,368125,Central Region,Toa Payoh
KENSINGTON SQUARE,2 Jalan Lokam #01 -42,57,Strata,2454800,43067,4001,19-May-14,Retail,Freehold,New Sale,19,53,537846,North East Region,Hougang
28 RC SUITES,28 Race Course Lane #01 -06,23,Strata,1250912,54387,5053,19-May-14,Retail,Freehold,New Sale,8,21,218746,Central Region,Rochor
ORCHARD TOWERS,400 Orchard Road #02 -45,25,Strata,1050000,42000,3902,16-May-14,Retail,Freehold,Resale,9,23,238875,Central Region,Orchard
VISION EXCHANGE,2 Venture Drive #02 -44,50,Strata,2421000,48420,4498,16-May-14,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive #02 -43,48,Strata,2325000,48438,4500,16-May-14,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
PRUDENTIAL TOWER,"30 Cecil Street #18 -01,02,03,04",474,Strata,11020320,23250,2160,15-May-14,Office,99 Yrs From 15/01/1996,Resale,1,4,49712,Central Region,Downtown Core
PRUDENTIAL TOWER,"30 Cecil Street #16 -01,02,03,04",474,Strata,10816240,22819,2120,15-May-14,Office,99 Yrs From 15/01/1996,Resale,1,4,49712,Central Region,Downtown Core
PRUDENTIAL TOWER,30 Cecil Street #22 -01,1133,Strata,27804600,24541,2280,15-May-14,Office,99 Yrs From 15/01/1996,Resale,1,4,49712,Central Region,Downtown Core
SUNSHINE PLAZA,91 Bencoolen Street #01 -11,39,Strata,1722000,44154,4102,15-May-14,Retail,99 Yrs From 19/03/1997,Resale,7,18,189652,Central Region,Rochor
PRUDENTIAL TOWER,"30 Cecil Street #14 -01,02,03,04",474,Strata,10612160,22389,2080,15-May-14,Office,99 Yrs From 15/01/1996,Resale,1,4,49712,Central Region,Downtown Core
PRUDENTIAL TOWER,30 Cecil Street #25 -01,1133,Strata,28048500,24756,2300,15-May-14,Office,99 Yrs From 15/01/1996,Resale,1,4,49712,Central Region,Downtown Core
PRUDENTIAL TOWER,30 Cecil Street #11 -01,474,Strata,10306040,21743,2020,15-May-14,Office,99 Yrs From 15/01/1996,Resale,1,4,49712,Central Region,Downtown Core
PRUDENTIAL TOWER,"30 Cecil Street #17 -05,06,07,08",553,Strata,12737280,23033,2140,15-May-14,Office,99 Yrs From 15/01/1996,Resale,1,4,49712,Central Region,Downtown Core
PRUDENTIAL TOWER,30 Cecil Street #11 -05,553,Strata,12023040,21741,2020,15-May-14,Office,99 Yrs From 15/01/1996,Resale,1,4,49712,Central Region,Downtown Core
PRUDENTIAL TOWER,30 Cecil Street #27 -01,1133,Strata,28292400,24971,2320,15-May-14,Office,99 Yrs From 15/01/1996,Resale,1,4,49712,Central Region,Downtown Core
